id,source,url,filepath,link-to-filepath,sector
082,googlesearch,https://www.publitas.com/legal/acceptable-use-policy/,082-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/082-current.txt
097,googlesearch,https://www.cpg-logistics.com/acceptable-use-policy/,097-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/097-current.txt
098,googlesearch,https://www.richardstace.com/website-acceptable-use-policy/,098-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/098-current.txt
107,googlesearch,https://mediacomcable.com/legal/acceptable-use-policy/,107-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/107-current.txt
115,googlesearch,https://www.wwt.com/acceptable-use-policy,115-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/115-current.txt
116,googlesearch,https://www.360businesslaw.com/acceptable-use-policy/,116-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/116-current.txt
127,googlesearch,https://gloriouslyunready.com/acceptable-use-policy/,127-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/127-current.txt
129,googlesearch,https://tomkerridge.com/acceptable-use-policy/,129-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/129-current.txt
144,googlesearch,https://www.mywebsitespot.com/aup/,144-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/144-current.txt
146,googlesearch,https://www.greengeeks.com/legal/aup,146-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/146-current.txt
152,googlesearch,https://tech.rochester.edu/policies/acceptable-use-policy/,152-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/152-current.txt
165,googlesearch,https://disabledpeoplesarchive.com/acceptable-use-policy/,165-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/165-current.txt
178,googlesearch,https://www.precedecapital.com/acceptable-use-policy/,178-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/178-current.txt
180,googlesearch,https://www.contentful.com/legal/acceptable-use-policy/,180-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/180-current.txt
185,googlesearch,https://hostmatters.com/acceptable-use-policy/,185-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/185-current.txt
197,googlesearch,https://quantrolox.com/acceptable-use-policy/,197-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/197-current.txt
198,googlesearch,https://modx.com/policy/modx-cloud-aup,198-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/198-current.txt
199,googlesearch,https://www.decisivegroup.com/legal/acceptable-use-policy/,199-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/199-current.txt
221,googlesearch,https://www.corporatedisclosures.org/policy/acceptable-use-policy.html,221-current.txt,https://github.com/kyeling/cse256-aup-project/tree/main/data/final_data/221-current.txt
